,dimmer,serverNum,avgThroughput,resUtil,timeoutRate
0,0.56,1,36.599999999999596,0,0.98573779484366
1,0.37,1,31.633333333333642,1,1
2,0.5700000000000001,1,26.366666666666447,0,0.50909090909091
3,0.6799999999999999,1,34.849999999999675,2,0.42435597189696
4,0.13,2,27.816666666666748,2,0.97247706422018
5,0.84,2,22.716666666666846,1,0.16862988220707
6,0.95,1,26.149999999999842,1,0.94485596707819
7,0.89,1,23.683333333333106,1,1
8,0.35,2,24.283333333333147,0,1
9,0.10999999999999999,2,26.333333333333194,2,0.17583015786609
10,0.43000000000000005,2,23.416666666666433,1,0
11,0.83,2,23.5166666666669,2,0.002830856334041
12,0.5900000000000001,2,25.5333333333332,1,0.66210670314637
13,0.30000000000000004,1,21.633333333333223,1,0.11695906432749
14,0.54,2,21.283333333333434,1,0
15,0.81,2,21.916666666666433,0,0.0015186028853455
16,0.76,1,24.88333333333319,0,0
17,0.47,2,19.200000000000124,2,0
18,0.5800000000000001,2,15.083333333333439,1,0
19,0.7,2,21.09999999999998,2,0.0015810276679842
20,0.15000000000000002,2,15.98333333333337,2,0.42972350230415
21,0.30000000000000004,2,16.483333333333206,1,0.088806660499537
22,0.14,2,15.966666666666567,2,0
23,0.69,1,15.066666666666713,0,0
24,0.21999999999999997,1,17.316666666666634,2,0
25,0.76,1,25.66666666666664,1,0
26,0.65,1,19.299999999999876,1,0.43921916592724
27,0.24,2,19.200000000000124,1,0.23123382226057
28,0.07999999999999996,2,17.73333333333334,1,0.0045913682277319
29,0.56,2,18.316666666666734,0,0
30,0.6699999999999999,1,20.41666666666654,1,0
31,0.030000000000000027,1,20.999999999999833,2,0.22936507936508
32,0.18999999999999995,1,22.25000000000005,0,0
33,0.73,1,24.04999999999976,1,0
34,0.31000000000000005,2,23.316666666666496,0,0.72247706422018
35,0.13,3,27.216666666666384,2,0.05800464037123
36,0.28,3,24.450000000000298,0,0
37,0.21999999999999997,2,32.23333333333335,2,0
38,0.96,3,28.200000000000333,2,0
39,0.22999999999999998,3,35.68333333333276,0,0.52618069815195
40,0.36,3,30.783333333333225,2,0.088235294117647
41,0.8200000000000001,3,34.73333333333283,1,0.00096061479346782
42,0.22999999999999998,3,37.000000000000036,1,0.17575484452456
43,0.91,3,38.03333333333297,1,0
44,0.26,3,40.35000000000063,0,0.09437156157427
45,0.25,3,50.15000000000039,1,0.013042060645582
46,0.14,3,51.28333333333384,1,0
47,0.33999999999999997,3,45.533333333333765,1,0
48,0.43999999999999995,3,54.61666666666787,2,0
49,0.77,2,53.416666666667226,2,0.026807980049875
50,0.8200000000000001,2,51.10000000000037,0,0.9735632183908
51,0.89,1,48.04999999999968,2,1
52,0.6599999999999999,1,51.233333333332574,0,1
53,0.17000000000000004,1,59.3833333333329,1,1
54,0.33999999999999997,1,52.200000000001,2,0.24670221723267
55,0.10999999999999999,1,55.35000000000006,1,0.96067609520524
56,0.050000000000000044,1,58.4499999999996,0,0.18315950139914
57,0.030000000000000027,1,62.08333333333168,2,0
58,0.65,1,57.81666666666719,0,0
59,0.5800000000000001,1,43.283333333332465,0,0.75574583145561
60,0.72,1,54.7833333333319,0,1
61,0.49,1,62.14999999999926,2,1
62,0.77,1,52.01666666666646,1,1
63,0.85,1,64.64999999999827,1,1
64,0.56,2,57.58333333333424,2,1
65,0.62,2,50.199999999998994,1,0.8650711064863
66,0.84,1,66.0166666666687,2,1
67,0.12,2,58.23333333333419,2,1
68,0.94,2,68.4666666666663,0,0.15973270101315
