Value,Timestamp,MetricId,Unit,Description,Entity,IntervalSecs
25,12/10/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
25,12/9/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
28,12/8/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
32,12/7/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
15,12/6/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
5,12/5/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
18,12/4/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
13,12/3/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
11,12/2/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
13,12/1/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
40,11/30/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
41,11/29/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
38,11/28/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
39,11/27/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
39,11/26/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
40,11/25/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
35,11/24/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
38,11/23/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
38,11/22/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
44,11/21/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
40,11/20/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
43,11/19/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
46,11/18/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
41,11/17/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
48,11/16/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
49,11/15/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
52,11/14/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
47,11/13/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
52,11/12/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
56,11/11/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
49,11/10/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
43,11/9/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
58,11/8/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,php5_server,86400
4657062,1/1/17 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
4570663,12/31/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
4484262,12/30/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
4397863,12/29/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
4311463,12/28/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
4225063,12/27/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
4138664,12/26/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
4052264,12/25/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3965865,12/24/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3879465,12/23/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3793065,12/22/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3706666,12/21/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3620266,12/20/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3533867,12/19/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3447467,12/18/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3361067,12/17/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3274668,12/16/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3188268,12/15/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3101869,12/14/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3015469,12/13/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2929069,12/12/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2842670,12/11/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2756270,12/10/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2669871,12/9/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2583471,12/8/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2497071,12/7/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2410672,12/6/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2324272,12/5/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2237873,12/4/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2151473,12/3/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
2065073,12/2/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1978674,12/1/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1892274,11/30/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1805875,11/29/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1719475,11/28/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1633075,11/27/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1546676,11/26/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1460276,11/25/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1373877,11/24/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1287477,11/23/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1201077,11/22/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1114678,11/21/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
1028278,11/20/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
941879,11/19/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
855479,11/18/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
769079,11/17/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
682680,11/16/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
596280,11/15/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
509881,11/14/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
423481,11/13/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
337082,11/12/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
250682,11/11/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
164282,11/10/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
77883,11/9/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
3966,11/8/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",php5_server,86400
0.47,1/1/17 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
1.48,12/31/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
5.57,12/30/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.97,12/29/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
2.47,12/28/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
1.98,12/27/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.43,12/26/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
4.67,12/25/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
5.13,12/24/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.3,12/23/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.96,12/22/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
2.8,12/21/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.79,12/20/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.22,12/19/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.27,12/18/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
1.69,12/17/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
2.23,12/16/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.62,12/15/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
8.04,12/14/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
3.59,12/13/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.22,12/12/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.21,12/11/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
3.2,12/10/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.25,12/9/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.83,12/8/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.27,12/7/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.25,12/6/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.29,12/5/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.27,12/4/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.26,12/3/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.25,12/2/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.75,12/1/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.53,11/30/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.31,11/29/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.28,11/28/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
2.33,11/27/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
2.82,11/26/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
3.68,11/25/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
1.01,11/24/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
3.75,11/23/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
2.49,11/22/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
1.03,11/21/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
3.66,11/20/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.23,11/19/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.27,11/18/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.26,11/17/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.27,11/16/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.28,11/15/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.28,11/14/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
5.36,11/13/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
2.12,11/12/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
4.38,11/11/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.2,11/10/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.22,11/9/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
0.3,11/8/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,media_server,86400
86,1/1/17 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
269,12/31/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
1011,12/30/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
176,12/29/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
450,12/28/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
359,12/27/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
79,12/26/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
847,12/25/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
930,12/24/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
54,12/23/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
174,12/22/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
509,12/21/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
145,12/20/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
40,12/19/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
50,12/18/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
307,12/17/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
404,12/16/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
113,12/15/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
1458,12/14/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
652,12/13/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
41,12/12/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
38,12/11/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
580,12/10/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
45,12/9/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
151,12/8/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
49,12/7/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
45,12/6/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
54,12/5/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
50,12/4/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
48,12/3/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
47,12/2/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
137,12/1/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
97,11/30/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
57,11/29/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
51,11/28/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
423,11/27/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
512,11/26/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
669,11/25/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
184,11/24/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
681,11/23/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
453,11/22/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
188,11/21/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
664,11/20/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
43,11/19/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
49,11/18/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
48,11/17/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
50,11/16/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
50,11/15/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
52,11/14/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
973,11/13/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
385,11/12/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
795,11/11/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
37,11/10/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
40,11/9/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
55,11/8/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,media_server,86400
1.09,1/1/17 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.56,12/31/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
7.93,12/30/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.22,12/29/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
2.33,12/28/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.52,12/27/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.88,12/26/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.89,12/25/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
4.75,12/24/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.43,12/23/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.46,12/22/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
3.01,12/21/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.24,12/20/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.12,12/19/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
2.32,12/18/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
2.79,12/17/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
3.45,12/16/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1,12/15/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
6.18,12/14/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.84,12/13/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.69,12/12/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.61,12/11/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
3.74,12/10/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.06,12/9/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.36,12/8/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.22,12/7/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.04,12/6/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.23,12/5/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.35,12/4/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.18,12/3/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.06,12/2/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.49,12/1/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.34,11/30/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.47,11/29/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.34,11/28/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
2.09,11/27/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
2.83,11/26/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
7.1,11/25/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.38,11/24/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
3.84,11/23/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
2.13,11/22/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
1.08,11/21/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
4.49,11/20/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.7,11/19/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.81,11/18/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.7,11/17/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.7,11/16/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.73,11/15/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.65,11/14/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
10.59,11/13/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
2.51,11/12/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
6.52,11/11/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
0.64,11/10/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
2.61,11/9/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
21.93,11/8/16 18:00,mem.usage.average,%,Memory usage as percentage of total configured or available memory,media_server,86400
65,1/1/17 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
162,12/31/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
3025,12/30/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
111,12/29/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
744,12/28/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
131,12/27/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
24,12/26/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
136,12/25/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
862,12/24/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
103,12/23/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
65,12/22/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
380,12/21/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
52,12/20/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
80,12/19/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
