Value,Timestamp,MetricId,Unit,Description,Entity,IntervalSecs
192,12/18/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
824,12/17/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
826,12/16/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
41,12/15/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
1696,12/14/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
98,12/13/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
5,12/12/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
4,12/11/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
1311,12/10/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
48,12/9/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
76,12/8/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
145,12/7/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
31,12/6/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
68,12/5/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
70,12/4/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
56,12/3/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
62,12/2/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
89,12/1/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
54,11/30/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
102,11/29/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
96,11/28/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
240,11/27/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
311,11/26/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
2068,11/25/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
59,11/24/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
385,11/23/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
257,11/22/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
42,11/21/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
1024,11/20/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
2,11/19/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
4,11/18/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
4,11/17/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
7,11/16/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
6,11/15/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
4,11/14/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
8477,11/13/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
221,11/12/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
1832,11/11/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
5,11/10/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
74,11/9/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
132,11/8/16 18:00,disk.usage.average,KBps,"Aggregated disk I/O rate. For hosts, this metric includes the rates for all virtual machines running on the host during the collection interval.",media_server,86400
50,1/1/17 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
61,12/31/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
490,12/30/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
23,12/29/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
252,12/28/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
49,12/27/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
11,12/26/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
54,12/25/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
416,12/24/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
18,12/23/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
32,12/22/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
166,12/21/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
12,12/20/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
17,12/19/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
159,12/18/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
33,12/17/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
427,12/16/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
18,12/15/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
304,12/14/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
53,12/13/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
0,12/12/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
0,12/11/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
656,12/10/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
4,12/9/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
21,12/8/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
128,12/7/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
17,12/6/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
45,12/5/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
22,12/4/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
15,12/3/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
35,12/2/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
21,12/1/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
27,11/30/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
60,11/29/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
43,11/28/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
102,11/27/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
120,11/26/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
787,11/25/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
33,11/24/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
199,11/23/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
59,11/22/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
28,11/21/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
336,11/20/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
1,11/19/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
1,11/18/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
1,11/17/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
9,11/16/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
5,11/15/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
1,11/14/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
78,11/13/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
72,11/12/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
734,11/11/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
0,11/10/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
1,11/9/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
0,11/8/16 18:00,net.usage.average,KBps,Network utilization (combined transmit-rates and receive-rates) during the interval,media_server,86400
4656626,1/1/17 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
4570226,12/31/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
4483826,12/30/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
4397426,12/29/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
4311026,12/28/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
4224627,12/27/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
4138227,12/26/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
4051828,12/25/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3965428,12/24/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3879028,12/23/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3792629,12/22/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3706229,12/21/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3619830,12/20/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3533430,12/19/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3447030,12/18/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3360631,12/17/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3274231,12/16/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3187832,12/15/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3101432,12/14/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
3015032,12/13/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2928633,12/12/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2842233,12/11/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2755834,12/10/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2669434,12/9/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2583034,12/8/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2496635,12/7/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2410235,12/6/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2323835,12/5/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2237436,12/4/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2151036,12/3/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2064637,12/2/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1978237,12/1/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1891837,11/30/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1805438,11/29/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1719038,11/28/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1632639,11/27/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1546239,11/26/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1459839,11/25/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1373440,11/24/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1287040,11/23/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1200641,11/22/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1114241,11/21/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
1027842,11/20/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
941442,11/19/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
855042,11/18/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
768643,11/17/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
682243,11/16/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
595844,11/15/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
509444,11/14/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
423044,11/13/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
336645,11/12/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
250245,11/11/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
163846,11/10/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
77446,11/9/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
2708,11/8/16 18:00,sys.uptime.latest,second,"Total time elapsed, in seconds, since last system startup",media_server,86400
0.23,1/1/17 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.18,12/31/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,12/30/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.16,12/29/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.12,12/28/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.11,12/27/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,12/26/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.2,12/25/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.23,12/24/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,12/23/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.12,12/22/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,12/21/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.15,12/20/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.15,12/19/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.18,12/18/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.16,12/17/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.15,12/16/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.18,12/15/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,12/14/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,12/13/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.21,12/12/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,12/11/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.15,12/10/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,12/9/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,12/8/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,12/7/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,12/6/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.15,12/5/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.18,12/4/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.15,12/3/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,12/2/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.2,12/1/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.16,11/30/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,11/29/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.11,11/28/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.11,11/27/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,11/26/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.14,11/25/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.1,11/24/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.11,11/23/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.1,11/22/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.12,11/21/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.12,11/20/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,11/19/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.15,11/18/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.11,11/17/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.1,11/16/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.1,11/15/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.11,11/14/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,11/13/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.13,11/12/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.11,11/11/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.12,11/10/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.12,11/9/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
0.19,11/8/16 18:00,cpu.usage.average,%,CPU usage as a percentage during the interval,php7_server,86400
65,1/1/17 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
49,12/31/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
36,12/30/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
46,12/29/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
34,12/28/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
32,12/27/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
37,12/26/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
57,12/25/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
65,12/24/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
37,12/23/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
34,12/22/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
41,12/21/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
43,12/20/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
43,12/19/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
51,12/18/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
44,12/17/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
41,12/16/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
50,12/15/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
39,12/14/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
37,12/13/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
58,12/12/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
39,12/11/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
42,12/10/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
37,12/9/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
38,12/8/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
37,12/7/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
40,12/6/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
41,12/5/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
50,12/4/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
41,12/3/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
40,12/2/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
55,12/1/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
45,11/30/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
40,11/29/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
30,11/28/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
31,11/27/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
40,11/26/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
39,11/25/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
30,11/24/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
31,11/23/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
29,11/22/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
33,11/21/16 18:00,cpu.usagemhz.average,MHz,CPU usage in megahertz during the interval,php7_server,86400
